make,model,year,price,mileage,overall_rating,complaint_count,reliability_score,age,depreciation_rate,fuel_type,engine,transmission,accident,clean_title
FORD,EXCURSION LIMITED 4WD,2003,17999.0,245000.0,3.0,0.0,1.0,21,3.15,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,At least 1 accident or damage reported,Yes
PORSCHE,718 SPYDER BASE,2022,134000.0,4700.0,3.0,0.0,1.0,2,0.3,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
SUBARU,WRX STI BASE,2016,34000.0,84100.0,3.0,0.0,1.0,8,1.2,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,None reported,Yes
AUDI,A6 45 PREMIUM PLUS,2021,40000.0,33000.0,3.0,0.0,1.0,3,0.4499999999999999,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,None reported,Yes
TESLA,MODEL S P100D,2018,59999.0,10065.0,3.0,0.0,1.0,6,0.8999999999999999,,Electric,1-Speed Automatic,None reported,
MERCEDES-BENZ,AMG GT R,2018,148500.0,3811.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
ACURA,RDX PMC EDITION,2021,40598.0,44457.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,2.0 Liter Turbo,2,None reported,
AUDI,S4 3.0T PREMIUM PLUS,2013,20900.0,139355.0,3.0,0.0,1.0,11,1.65,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
LOTUS,EVORA BASE,2010,55000.0,9100.0,3.0,0.0,1.0,14,2.1,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
MERCEDES-BENZ,S-CLASS S 560 4MATIC,2019,77900.0,10500.0,3.0,0.0,1.0,5,0.75,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
CHEVROLET,SILVERADO 1500 RST,2023,59590.0,5006.0,5.0,0.0,1.0,1,0.15,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,None reported,
HYUNDAI,GENESIS COUPE 2.0T R-SPEC,2013,18000.0,55000.0,3.0,0.0,1.0,11,1.65,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,,
BMW,M3 COMPETITION,2021,71000.0,33500.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
BMW,435 I,2014,15000.0,126500.0,3.0,0.0,1.0,10,1.5,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LAND,ROVER RANGE ROVER EVOQUE HSE DYNAMIC,2016,24000.0,79000.0,3.0,0.0,1.0,8,1.2,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
PORSCHE,911 TARGA 4 GTS,2018,145000.0,19000.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
RAM,3500 TRADESMAN,2021,52000.0,57000.0,3.0,0.0,1.0,3,0.4499999999999999,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,None reported,Yes
BMW,X5 XDRIVE40I,2020,57998.0,4880.0,3.0,0.0,1.0,4,0.6,Gasoline,3.0 Liter Turbo,Automatic,None reported,
ACURA,NSX BASE,2018,143900.0,6523.0,3.0,0.0,1.0,6,0.8999999999999999,Hybrid,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,9-Speed Automatic with Auto-Shift,None reported,
MERCEDES-BENZ,SL-CLASS SL500 ROADSTER,2005,14000.0,127000.0,3.0,0.0,1.0,19,2.85,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
LEXUS,SC 430 BASE,2002,15999.0,89500.0,3.0,0.0,1.0,22,3.3,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
CHEVROLET,SILVERADO 1500 BASE,2000,27500.0,97000.0,3.0,0.0,1.0,24,3.5999999999999996,Gasoline,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BUICK,ENCLAVE AVENIR,2021,42442.0,31181.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,At least 1 accident or damage reported,Yes
LEXUS,NX 300H BASE,2020,33200.0,16425.0,3.0,0.0,1.0,4,0.6,Hybrid,2.5L I4 16V MPFI DOHC Hybrid,Automatic CVT,At least 1 accident or damage reported,
LEXUS,RX 350 RX 350 F SPORT HANDLING,2022,54798.0,11238.0,4.0,0.0,1.0,2,0.3,Gasoline,3.5 Liter DOHC,Automatic,None reported,
CHEVROLET,AVALANCHE 1500 LS,2005,7999.0,97146.0,3.0,0.0,1.0,19,2.85,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,At least 1 accident or damage reported,Yes
MERCEDES-BENZ,SL-CLASS SL400,2015,39998.0,36670.0,3.0,0.0,1.0,9,1.35,Gasoline,3.0 Liter,Automatic,None reported,
CHEVROLET,SUBURBAN PREMIER,2019,52500.0,44800.0,3.0,0.0,1.0,5,0.75,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
FORD,TRANSIT-350 BASE,2015,17100.0,150000.0,3.0,0.0,1.0,9,1.35,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
INFINITI,QX60 LUXE,2020,32100.0,38400.0,3.0,0.0,1.0,4,0.6,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BENTLEY,CONTINENTAL GTC BASE,2008,81500.0,7960.0,3.0,0.0,1.0,16,2.4,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
NISSAN,350Z ENTHUSIAST,2007,9975.0,117000.0,3.0,0.0,1.0,17,2.55,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
RIVIAN,R1S ADVENTURE PACKAGE,2023,95500.0,159.0,3.0,0.0,1.0,1,0.15,,533.0HP Electric Motor Electric Fuel System,A/T,None reported,Yes
MCLAREN,570S BASE,2017,139000.0,30200.0,3.0,0.0,1.0,7,1.05,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
NISSAN,ALTIMA 2.5 SL,2012,8999.0,91545.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,None reported,Yes
LAND,ROVER RANGE ROVER 5.0L SUPERCHARGED,2015,26499.0,110000.0,3.0,0.0,1.0,9,1.35,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,At least 1 accident or damage reported,Yes
BMW,X5 XDRIVE35I,2017,23300.0,105100.0,3.0,0.0,1.0,7,1.05,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
INFINITI,QX56 BASE,2012,15600.0,110000.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
FORD,F-150 XLT,2019,32769.0,81778.0,4.0,0.0,1.0,5,0.75,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,None reported,Yes
LEXUS,RX 450H BASE,2010,10900.0,168422.0,3.0,0.0,1.0,14,2.1,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,At least 1 accident or damage reported,Yes
MASERATI,GHIBLI S Q4 GRANSPORT,2018,34900.0,80500.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
VOLVO,XC90 T6 MOMENTUM,2018,28825.0,81200.0,5.0,0.0,1.0,6,0.8999999999999999,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
LAMBORGHINI,HURACAN EVO BASE,2020,267950.0,6246.0,3.0,0.0,1.0,4,0.6,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,None reported,Yes
JEEP,WRANGLER UNLIMITED RUBICON,2017,47500.0,20172.0,3.0,0.0,1.0,7,1.05,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
HUMMER,H2 BASE,2005,22500.0,145000.0,3.0,0.0,1.0,19,2.85,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None reported,Yes
FORD,FLEX LIMITED,2009,7500.0,162000.0,3.0,0.0,1.0,15,2.25,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,Yes
PORSCHE,718 CAYMAN GT4,2020,124995.0,13554.0,3.0,0.0,1.0,4,0.6,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
TOYOTA,CAMRY XLE,2007,9500.0,59700.0,3.0,0.0,1.0,17,2.55,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
MERCEDES-BENZ,A-CLASS A 220 4MATIC,2020,28900.0,30930.0,3.0,0.0,1.0,4,0.6,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,None reported,
BMW,335 I,2009,19999.0,51983.0,3.0,0.0,1.0,15,2.25,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
CHEVROLET,CAMARO 2SS,2022,50000.0,22000.0,3.0,0.0,1.0,2,0.3,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
VOLKSWAGEN,ID.4 PRO S,2023,45000.0,16800.0,3.0,0.0,1.0,1,0.15,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
CHEVROLET,SILVERADO 2500 HIGH COUNTRY,2022,73995.0,16000.0,3.0,2.0,0.9986357435197816,2,0.3,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,At least 1 accident or damage reported,Yes
NISSAN,ALTIMA 2.5 SV,2020,23599.0,22295.0,3.0,0.0,1.0,4,0.6,Gasoline,2.5L I4 16V GDI DOHC,Automatic CVT,None reported,
BENTLEY,CONTINENTAL GT V8,2020,188500.0,33000.0,3.0,0.0,1.0,4,0.6,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
TOYOTA,SEQUOIA PLATINUM,2023,85000.0,1025.0,3.0,0.0,1.0,1,0.15,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,None reported,Yes
ACURA,TL TECHNOLOGY,2013,15499.0,89190.0,3.0,0.0,1.0,11,1.65,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,Yes
TOYOTA,HIGHLANDER LIMITED,2020,39687.0,53550.0,5.0,62.0,0.9577080491132332,4,0.6,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,None reported,Yes
FORD,EDGE SEL,2021,26299.0,56946.0,5.0,18.0,0.9877216916780356,3,0.4499999999999999,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,None reported,Yes
JAGUAR,F-TYPE R,2016,54900.0,11684.0,3.0,0.0,1.0,8,1.2,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
GMC,YUKON XL DENALI,2018,51000.0,45617.0,4.0,2.0,0.9986357435197816,6,0.8999999999999999,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
CHEVROLET,SUBURBAN LT,2018,34500.0,75466.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
MASERATI,LEVANTE GTS,2021,84645.0,19513.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,At least 1 accident or damage reported,Yes
SUBARU,OUTBACK LIMITED,2021,33531.0,15636.0,5.0,161.0,0.8901773533424284,3,0.4499999999999999,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,None reported,
MERCEDES-BENZ,S-CLASS S 450,2018,40888.0,69600.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
MERCEDES-BENZ,GL-CLASS GL 450,2011,16500.0,138050.0,3.0,0.0,1.0,13,1.95,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
FORD,F-250 LARIAT,2017,35900.0,132269.0,5.0,0.0,1.0,7,1.05,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,None reported,Yes
HYUNDAI,PALISADE LIMITED,2020,37700.0,45815.0,5.0,195.0,0.8669849931787176,4,0.6,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
FORD,F-150 XLT,2021,48459.0,25352.0,5.0,0.0,1.0,3,0.4499999999999999,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,None reported,Yes
MERCEDES-BENZ,R-CLASS R 350 4MATIC,2008,8995.0,120000.0,3.0,0.0,1.0,16,2.4,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
CHEVROLET,CAMARO 2SS,2018,45000.0,75151.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,At least 1 accident or damage reported,Yes
JEEP,WRANGLER SPORT,2016,23000.0,74139.0,3.0,282.0,0.8076398362892223,8,1.2,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
CHEVROLET,1500 CHEYENNE,1994,6000.0,170443.0,3.0,0.0,1.0,30,4.5,–,–,A/T,At least 1 accident or damage reported,Yes
JAGUAR,XJ6 VANDEN PLAS,1995,19000.0,70000.0,3.0,0.0,1.0,29,4.35,–,–,A/T,None reported,Yes
BMW,550 I XDRIVE,2012,17800.0,68500.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
LEXUS,GX 460 LUXURY,2020,51890.0,37366.0,3.0,0.0,1.0,4,0.6,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,,
TESLA,MODEL S LONG RANGE,2021,66900.0,35315.0,3.0,69.0,0.9529331514324691,3,0.4499999999999999,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
VOLKSWAGEN,JETTA 1.4T SE,2017,15995.0,61000.0,3.0,0.0,1.0,7,1.05,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
JEEP,GRAND CHEROKEE LIMITED,2022,41599.0,12050.0,5.0,24.0,0.9836289222373806,2,0.3,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,None reported,
JAGUAR,XK8 BASE,2001,9875.0,150000.0,3.0,0.0,1.0,23,3.4499999999999997,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,Yes
PORSCHE,MACAN S,2016,41500.0,46200.0,3.0,16.0,0.9890859481582538,8,1.2,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,At least 1 accident or damage reported,Yes
MERCEDES-BENZ,E-CLASS E 350,2014,15500.0,88000.0,3.0,0.0,1.0,10,1.5,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
MERCEDES-BENZ,GL-CLASS GL 450 4MATIC,2015,30089.0,47000.0,3.0,0.0,1.0,9,1.35,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
LAND,ROVER RANGE ROVER 3.0L SUPERCHARGED HSE,2017,47000.0,50340.0,3.0,0.0,1.0,7,1.05,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
MERCEDES-BENZ,E-CLASS E 350 4MATIC,2010,13999.0,67800.0,3.0,0.0,1.0,14,2.1,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
DODGE,DAKOTA SPORT,2002,5500.0,150000.0,3.0,0.0,1.0,22,3.3,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,At least 1 accident or damage reported,Yes
CHEVROLET,CAMARO ZL1,2018,54000.0,13500.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,At least 1 accident or damage reported,Yes
HUMMER,H3 BASE,2007,12900.0,101750.0,3.0,0.0,1.0,17,2.55,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
HONDA,ODYSSEY EX-L,2022,37950.0,18385.0,3.0,0.0,1.0,2,0.3,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None reported,Yes
NISSAN,350Z TOURING,2008,13500.0,123500.0,3.0,0.0,1.0,16,2.4,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,Yes
GMC,SAVANA 2500 WORK VAN,2017,38000.0,117000.0,3.0,0.0,1.0,7,1.05,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None reported,Yes
MERCEDES-BENZ,E-CLASS E 350 4MATIC,2010,13600.0,86121.0,3.0,0.0,1.0,14,2.1,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
LEXUS,GX 460 PREMIUM,2020,45900.0,22466.0,3.0,0.0,1.0,4,0.6,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
NISSAN,TITAN XD SV,2017,23800.0,80000.0,3.0,0.0,1.0,7,1.05,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
CHRYSLER,300 TOURING,2020,28250.0,23152.0,4.0,3.0,0.9979536152796724,4,0.6,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
DODGE,CHARGER R/T,2006,9200.0,91300.0,3.0,0.0,1.0,18,2.6999999999999997,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,Yes
NISSAN,PATHFINDER SL,2020,28999.0,45000.0,3.0,0.0,1.0,4,0.6,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,None reported,Yes
RIVIAN,R1S LAUNCH EDITION,2023,93500.0,1885.0,3.0,0.0,1.0,1,0.15,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
FORD,EXPLORER PLATINUM,2018,30510.0,73049.0,5.0,188.0,0.8717598908594816,6,0.8999999999999999,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,At least 1 accident or damage reported,Yes
NISSAN,TITAN SV,2021,38000.0,7250.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
JAGUAR,E-PACE S,2019,29000.0,44000.0,3.0,0.0,1.0,5,0.75,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
FORD,F-150 FX4,2014,26900.0,85500.0,3.0,0.0,1.0,10,1.5,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
GMC,ACADIA DENALI,2021,43999.0,18083.0,5.0,27.0,0.9815825375170532,3,0.4499999999999999,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None reported,Yes
LAMBORGHINI,MURCIELAGO BASE,2005,220000.0,22703.0,3.0,0.0,1.0,19,2.85,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,None reported,Yes
CHEVROLET,CAMARO 1LT,2011,10900.0,111000.0,3.0,0.0,1.0,13,1.95,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
GMC,ACADIA SLT-2,2013,14000.0,115000.0,3.0,0.0,1.0,11,1.65,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
CHEVROLET,MALIBU PREMIER,2021,28000.0,33400.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
TOYOTA,SEQUOIA SR5,2007,12500.0,136000.0,3.0,0.0,1.0,17,2.55,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LEXUS,IS 350 F SPORT,2021,44000.0,26800.0,5.0,0.0,1.0,3,0.4499999999999999,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
TESLA,MODEL Y PERFORMANCE,2022,51999.0,30000.0,5.0,0.0,1.0,2,0.3,,455.0HP Electric Motor Electric Fuel System,A/T,None reported,Yes
DODGE,CHALLENGER SRT8,2008,10500.0,251634.0,3.0,0.0,1.0,16,2.4,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
CHRYSLER,300 TOURING,2005,3500.0,119000.0,3.0,0.0,1.0,19,2.85,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
CADILLAC,ESCALADE SPORT PLATINUM,2021,89000.0,28121.0,4.0,11.0,0.9924965893587996,3,0.4499999999999999,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,None reported,
CHRYSLER,TOWN & COUNTRY TOURING,2009,7900.0,111000.0,3.0,0.0,1.0,15,2.25,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
MAZDA,CX-5 TOURING,2016,14311.0,116500.0,4.0,413.0,0.718281036834925,8,1.2,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,None reported,Yes
ACURA,TL 3.2,2005,4900.0,199296.0,3.0,0.0,1.0,19,2.85,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
CHEVROLET,CORVETTE Z06 W/2LZ,2023,179000.0,202.0,3.0,0.0,1.0,1,0.15,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
TESLA,MODEL Y PERFORMANCE,2021,47500.0,11200.0,5.0,0.0,1.0,3,0.4499999999999999,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
VOLVO,XC40 T5 MOMENTUM,2020,26599.0,56536.0,5.0,0.0,1.0,4,0.6,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,None reported,
CHEVROLET,CAMARO 2SS,2016,32500.0,49600.0,3.0,0.0,1.0,8,1.2,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
ACURA,TLX TYPE S PMC EDITION,2023,65000.0,13600.0,3.0,0.0,1.0,1,0.15,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None reported,Yes
VOLKSWAGEN,EOS 2.0T,2007,10000.0,59700.0,3.0,0.0,1.0,17,2.55,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
DODGE,CHARGER R/T SCAT PACK,2018,44888.0,19000.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
CHEVROLET,CORVETTE Z06,2002,33999.0,17300.0,3.0,0.0,1.0,22,3.3,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
MERCEDES-BENZ,CLA-CLASS CLA 250,2014,13500.0,91140.0,3.0,0.0,1.0,10,1.5,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
BMW,M5 BASE,2015,65000.0,33000.0,3.0,0.0,1.0,9,1.35,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
JEEP,WRANGLER UNLIMITED SPORT,2019,39799.0,52775.0,3.0,0.0,1.0,5,0.75,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
MITSUBISHI,LANCER SPORTBACK ES,2011,5800.0,113000.0,3.0,0.0,1.0,13,1.95,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None reported,Yes
PORSCHE,MACAN BASE,2022,60000.0,13000.0,3.0,1.0,0.9993178717598908,2,0.3,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
MERCEDES-BENZ,CLK-CLASS CLK 350,2009,16500.0,77925.0,3.0,0.0,1.0,15,2.25,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
DODGE,CHALLENGER SRT8,2011,22500.0,106500.0,3.0,0.0,1.0,13,1.95,–,–,5-Speed A/T,At least 1 accident or damage reported,Yes
MAZDA,MAZDA3 GRAND TOURING,2018,19212.0,15175.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,At least 1 accident or damage reported,
AUDI,A3 2.0T PREMIUM,2017,10995.0,137000.0,3.0,0.0,1.0,7,1.05,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
BMW,528 I,2015,15000.0,111000.0,3.0,0.0,1.0,9,1.35,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
LAND,ROVER RANGE ROVER 3.0L V6 SUPERCHARGED HSE,2019,62425.0,49208.0,3.0,0.0,1.0,5,0.75,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
